2015/12/28 23:45:54,75.03,41.69
2015/12/28 23:46:24,75.05,41.51
2015/12/28 23:46:54,75.14,41.54
2015/12/28 23:47:24,75.20,41.54
2015/12/28 23:47:54,75.32,41.42
2015/12/28 23:48:25,75.41,41.52
2015/12/28 23:48:55,75.45,41.39
2015/12/28 23:49:25,75.59,41.61
2015/12/28 23:49:55,75.64,41.84
2015/12/28 23:50:25,75.78,41.12
2015/12/28 23:51:12,76.03,40.77
2015/12/28 23:51:42,76.26,40.07
2015/12/28 23:52:12,76.47,41.57
2015/12/28 23:52:54,76.61,39.69
2015/12/28 23:53:25,76.73,39.38
2015/12/28 23:53:55,76.76,39.39
2015/12/28 23:54:25,76.78,39.32
2015/12/28 23:54:55,76.84,39.35
2015/12/28 23:55:25,76.92,39.24
2015/12/28 23:55:56,76.98,39.35
2015/12/28 23:56:26,76.96,39.44
2015/12/28 23:56:56,77.01,38.84
2015/12/28 23:57:26,76.98,39.00
2015/12/28 23:57:56,76.96,39.01
2015/12/28 23:58:26,76.90,39.31
2015/12/28 23:58:57,76.94,39.23
2015/12/29 00:00:05,73.93,41.66
2015/12/29 00:00:35,72.34,43.90
2015/12/29 00:01:06,71.17,45.38
2015/12/29 00:01:36,70.16,46.89
2015/12/29 00:02:06,69.29,47.75
2015/12/29 00:02:36,68.67,49.66
2015/12/29 00:03:06,68.17,50.17
2015/12/29 00:03:36,67.83,51.08
2015/12/29 00:04:07,67.59,51.03
2015/12/29 00:04:37,67.38,52.03
2015/12/29 00:05:07,67.19,52.30
2015/12/29 00:05:37,67.05,52.26
2015/12/29 00:06:07,66.96,52.43
2015/12/29 00:06:37,66.88,52.87
2015/12/29 00:07:08,66.78,52.86
2015/12/29 00:07:38,66.74,53.32
2015/12/29 00:08:08,66.69,53.55
2015/12/29 00:08:38,66.65,53.48
2015/12/29 00:09:08,66.57,53.59
2015/12/29 00:09:38,66.51,53.69
2015/12/29 00:10:09,66.49,53.97
2015/12/29 00:10:39,66.45,53.59
2015/12/29 00:11:09,66.40,54.05
2015/12/29 00:11:39,66.32,53.91
2015/12/29 00:12:09,66.28,54.00
2015/12/29 00:12:39,66.24,54.07
2015/12/29 00:13:10,66.18,53.82
2015/12/29 00:13:40,66.17,54.10
2015/12/29 00:14:10,66.17,54.27
2015/12/29 00:14:40,66.11,54.27
2015/12/29 00:15:10,66.07,54.68
2015/12/29 00:15:40,66.09,54.49
2015/12/29 00:16:11,66.05,54.33
2015/12/29 00:16:41,66.09,54.61
2015/12/29 00:17:11,66.17,54.80
2015/12/29 00:17:41,66.17,54.26
2015/12/29 00:18:11,66.15,54.53
2015/12/29 00:18:41,66.13,54.53
2015/12/29 00:19:11,66.11,54.42
2015/12/29 00:19:42,66.09,54.77
2015/12/29 00:20:12,66.07,54.77
2015/12/29 00:20:42,66.05,54.65
2015/12/29 00:21:12,66.07,54.62
2015/12/29 00:21:42,66.03,54.91
2015/12/29 00:22:12,66.03,54.42
2015/12/29 00:22:43,65.99,54.65
2015/12/29 00:23:13,66.03,54.61
2015/12/29 00:23:43,66.15,54.13
2015/12/29 00:24:13,66.28,54.63
2015/12/29 00:24:43,66.32,54.36
2015/12/29 00:25:13,66.34,54.52
2015/12/29 00:25:44,66.32,54.48
2015/12/29 00:26:14,66.30,54.27
2015/12/29 00:26:44,66.26,54.02
2015/12/29 00:27:14,66.26,54.45
2015/12/29 00:27:44,66.26,54.48
2015/12/29 00:28:14,66.18,54.55
2015/12/29 00:28:45,66.15,54.60
2015/12/29 00:29:15,66.15,54.41
2015/12/29 00:29:45,66.17,54.64
2015/12/29 00:30:15,66.15,54.66
2015/12/29 00:30:45,66.03,54.49
2015/12/29 00:31:15,66.03,54.68
2015/12/29 00:31:46,65.99,54.33
2015/12/29 00:32:16,65.97,54.83
2015/12/29 00:32:46,65.91,54.91
2015/12/29 00:33:16,65.88,54.91
2015/12/29 00:33:46,65.88,55.07
2015/12/29 00:34:16,65.86,54.94
2015/12/29 00:34:46,65.82,55.07
2015/12/29 00:35:17,65.82,54.84
2015/12/29 00:35:47,65.80,55.00
2015/12/29 00:36:17,65.78,54.90
2015/12/29 00:36:47,65.80,54.93
2015/12/29 00:37:17,65.80,54.65
2015/12/29 00:37:47,65.78,55.02
2015/12/29 00:38:18,65.78,55.00
2015/12/29 00:38:48,65.74,55.00
2015/12/29 00:39:18,65.72,54.90
2015/12/29 00:39:48,65.70,55.10
2015/12/29 00:40:18,65.70,54.81
2015/12/29 00:40:48,65.68,54.89
2015/12/29 00:41:19,65.68,54.92
2015/12/29 00:41:49,65.70,55.09
2015/12/29 00:42:19,65.68,54.91
2015/12/29 00:42:49,65.70,54.97
2015/12/29 00:43:19,65.70,54.87
2015/12/29 00:43:49,65.70,55.02
2015/12/29 00:44:20,65.70,54.86
2015/12/29 00:44:50,65.68,55.13
2015/12/29 00:45:20,65.68,54.97
2015/12/29 00:45:50,65.66,54.91
2015/12/29 00:46:20,65.66,54.91
2015/12/29 00:46:50,65.68,55.12
2015/12/29 00:47:21,65.64,54.99
2015/12/29 00:47:51,65.64,55.00
2015/12/29 00:48:21,65.59,55.05
2015/12/29 00:48:51,65.59,55.04
2015/12/29 00:49:21,65.59,54.95
2015/12/29 00:49:51,65.57,55.05
2015/12/29 00:50:22,65.55,55.24
2015/12/29 00:50:52,65.59,55.25
2015/12/29 00:51:22,65.55,54.87
2015/12/29 00:51:52,65.59,55.20
2015/12/29 00:52:22,65.57,55.23
2015/12/29 00:52:52,65.55,55.04
2015/12/29 00:53:22,65.53,55.12
2015/12/29 00:53:53,65.53,55.13
2015/12/29 00:54:23,65.53,54.74
2015/12/29 00:54:53,65.51,55.10
2015/12/29 00:55:23,65.47,55.06
2015/12/29 00:55:53,65.43,55.23
2015/12/29 00:56:23,65.43,55.29
2015/12/29 00:56:54,65.47,55.23
2015/12/29 00:57:24,65.47,55.36
2015/12/29 00:57:54,65.49,55.58
2015/12/29 00:58:24,65.49,55.37
2015/12/29 00:58:54,65.47,55.35
2015/12/29 00:59:24,65.43,55.45
2015/12/29 00:59:55,65.47,55.37
2015/12/29 01:00:25,65.47,55.41
2015/12/29 01:00:55,65.43,55.36
2015/12/29 01:01:25,65.39,55.46
2015/12/29 01:01:55,65.41,55.36
2015/12/29 01:02:25,65.37,55.36
2015/12/29 01:02:56,65.37,55.33
2015/12/29 01:03:26,65.37,55.49
2015/12/29 01:03:56,65.37,55.42
2015/12/29 01:04:26,65.39,55.46
2015/12/29 01:04:56,65.34,55.24
2015/12/29 01:05:26,65.32,55.40
2015/12/29 01:05:57,65.37,55.56
2015/12/29 01:06:27,65.34,55.23
2015/12/29 01:06:57,65.34,55.46
2015/12/29 01:07:27,65.37,55.37
2015/12/29 01:07:57,65.37,55.43
2015/12/29 01:08:27,65.37,55.45
2015/12/29 01:08:57,65.35,55.04
2015/12/29 01:09:28,65.34,55.25
2015/12/29 01:09:58,65.34,55.29
2015/12/29 01:10:28,65.30,55.41
2015/12/29 01:10:58,65.30,55.22
2015/12/29 01:11:28,65.30,55.44
2015/12/29 01:11:58,65.28,55.49
2015/12/29 01:12:29,65.28,55.49
2015/12/29 01:12:59,65.28,55.53
2015/12/29 01:13:29,65.26,55.36
2015/12/29 01:13:59,65.24,55.16
2015/12/29 01:14:29,65.22,55.30
2015/12/29 01:14:59,65.22,55.40
2015/12/29 01:15:30,65.20,55.42
2015/12/29 01:16:00,65.22,55.43
2015/12/29 01:16:30,65.20,55.37
2015/12/29 01:17:00,65.20,55.50
2015/12/29 01:17:30,65.18,55.42
2015/12/29 01:18:00,65.20,55.42
2015/12/29 01:18:31,65.20,55.50
2015/12/29 01:19:01,65.26,55.45
2015/12/29 01:19:31,65.22,55.16
2015/12/29 01:20:01,65.22,55.32
2015/12/29 01:20:31,65.22,55.50
2015/12/29 01:21:01,65.22,55.21
2015/12/29 01:21:32,65.22,55.48
2015/12/29 01:22:02,65.18,55.30
2015/12/29 01:22:32,65.16,55.44
2015/12/29 01:23:02,65.12,55.53
2015/12/29 01:23:32,65.18,55.48
2015/12/29 01:24:02,65.16,55.49
2015/12/29 01:24:32,65.16,55.50
2015/12/29 01:25:03,65.16,55.68
2015/12/29 01:25:33,65.14,55.49
2015/12/29 01:26:03,65.16,55.56
2015/12/29 01:26:33,65.12,55.47
2015/12/29 01:27:03,65.12,55.45
2015/12/29 01:27:33,65.10,55.59
2015/12/29 01:28:04,65.10,55.51
2015/12/29 01:28:34,65.08,55.46
2015/12/29 01:29:04,65.12,55.51
2015/12/29 01:29:34,65.12,55.58
2015/12/29 01:30:04,65.08,55.45
2015/12/29 01:30:34,65.10,55.71
2015/12/29 01:31:05,65.10,55.40
2015/12/29 01:31:35,65.12,55.61
2015/12/29 01:32:05,65.12,55.54
2015/12/29 01:32:35,65.08,55.53
2015/12/29 01:33:05,65.06,55.68
2015/12/29 01:33:35,65.05,55.52
2015/12/29 01:34:06,65.06,55.59
2015/12/29 01:34:36,65.03,55.25
2015/12/29 01:35:06,65.05,55.64
2015/12/29 01:35:36,65.08,55.68
2015/12/29 01:36:06,65.10,55.61
2015/12/29 01:36:36,65.06,55.29
2015/12/29 01:37:07,65.06,55.58
2015/12/29 01:37:37,65.05,55.62
2015/12/29 01:38:07,65.06,55.71
